Author,Genre,Sentence
austen,romance,"mutual connexion in london. he had return to a late dinner, after some day absence, and now walk up to hartfield to say that all were well in brunswick square. it was a happi circumstance, and anim mr. woodhous for some time. mr. knightley had a cheer manner, which alway did him good; and his mani inquiri after ""poor isabella"" and her children were answer most satisfactorily. when this was over, mr. woodhous grate observed, ""it is veri kind of you, mr. knightley, to come out at this late hour to call upon us. i am afraid you must have had a shock walk."" ""not at all, sir. it is a beauti moonlight night; and so mild that i must draw back from your great fire."" ""but you must have found it veri damp and dirty. i wish you may not catch cold."" ""dirty, sir! look at my shoes. not"
austen,romance,"a speck on them."" ""well! that is quit surprising, for we have had a vast deal of rain here. it rain dread hard for half an hour while we were at breakfast. i want them to put off the wedding."" ""bi the bye--i have not wish you joy. be pretti well awar of what sort of joy you must both be feeling, i have been in no hurri with my congratulations; but i hope it all went off toler well. how did you all behave? who cri most?"" ""ah! poor miss taylor! tis a sad business."" ""poor mr. and miss woodhouse, if you please; but i cannot possibl say `poor miss taylor. i have a great regard for you and emma; but when it come to the question of depend or independence!--at ani rate, it must be better to have onli one to pleas than two."" ""especi when _one_ of"
austen,romance,"those two is such a fanciful, troublesom creature!"" said emma playfully. ""that is what you have in your head, i know--and what you would certain say if my father were not by."" ""i believ it is veri true, my dear, indeed,"" said mr. woodhouse, with a sigh. ""i am afraid i am sometim veri fanci and troublesome."" ""mi dearest papa! you do not think i could mean _you_, or suppos mr. knightley to mean _you_. what a horribl idea! oh no! i meant onli myself. mr. knightley love to find fault with me, you know-- in a joke--it is all a joke. we alway say what we like to one another."" mr. knightley, in fact, was one of the few peopl who could see fault in emma woodhouse, and the onli one who ever told her of them: and though this was not particular agreeabl to emma herself, she knew"
austen,romance,"it would be so much less so to her father, that she would not have him realli suspect such a circumst as her not be thought perfect by everi body. ""emma know i never flatter her,"" said mr. knightley, ""but i meant no reflect on ani body. miss taylor has been use to have two person to please; she will now have but one. the chanc are that she must be a gainer."" ""well,"" said emma, will to let it pass--""you want to hear about the wedding; and i shall be happi to tell you, for we all behav charmingly. everi bodi was punctual, everi bodi in their best looks: not a tear, and hard a long face to be seen. oh no; we all felt that we were go to be onli half a mile apart, and were sure of meet everi day."" ""dear emma bear everi thing so"
austen,romance,"well,"" said her father. ""but, mr. knightley, she is realli veri sorri to lose poor miss taylor, and i am sure she _will_ miss her more than she think for."" emma turn away her head, divid between tear and smiles. ""it is imposs that emma should not miss such a companion,"" said mr. knightley. ""we should not like her so well as we do, sir, if we could suppos it; but she know how much the marriag is to miss taylor advantage; she know how veri accept it must be, at miss taylor time of life, to be settl in a home of her own, and how import to her to be secur of a comfort provision, and therefor cannot allow herself to feel so much pain as pleasure. everi friend of miss taylor must be glad to have her so happili married."" ""and you have forgotten one matter of"
austen,romance,"joy to me,"" said emma, ""and a veri consider one--that i made the match myself. i made the match, you know, four year ago; and to have it take place, and be prove in the right, when so mani peopl said mr. weston would never marri again, may comfort me for ani thing."" mr. knightley shook his head at her. her father fond replied, ""ah! my dear, i wish you would not make match and foretel things, for whatev you say alway come to pass. pray do not make ani more matches."" ""i promis you to make none for myself, papa; but i must, indeed, for other people. it is the greatest amus in the world! and after such success, you know!--everi bodi said that mr. weston would never marri again. oh dear, no! mr. weston, who had been a widow so long, and who seem so perfect comfort without"
austen,romance,"a wife, so constant occupi either in his busi in town or among his friend here, alway accept wherev he went, alway cheerful-- mr. weston need not spend a singl even in the year alon if he did not like it. oh no! mr. weston certain would never marri again. some peopl even talk of a promis to his wife on her deathbed, and other of the son and the uncl not let him. all manner of solemn nonsens was talk on the subject, but i believ none of it. ""ever sinc the day--about four year ago--that miss taylor and i met with him in broadway lane, when, becaus it began to drizzle, he dart away with so much gallantry, and borrow two umbrella for us from farmer mitchell's, i made up my mind on the subject. i plan the match from that hour; and when such success has bless"
austen,romance,"me in this instance, dear papa, you cannot think that i shall leav off match-making."" ""i do not understand what you mean by `success,'"" said mr. knightley. ""success suppos endeavour. your time has been proper and delic spent, if you have been endeavour for the last four year to bring about this marriage. a worthi employ for a young ladi mind! but if, which i rather imagine, your make the match, as you call it, mean onli your plan it, your say to yourself one idl day, `i think it would be a veri good thing for miss taylor if mr. weston were to marri her, and say it again to yourself everi now and then afterwards, whi do you talk of success? where is your merit? what are you proud of? you made a lucki guess; and _that_ is all that can be said."" ""and have you never known"
austen,romance,"the pleasur and triumph of a lucki guess?-- i piti you.--i thought you cleverer--for, depend upon it a lucki guess is never mere luck. there is alway some talent in it. and as to my poor word `success, which you quarrel with, i do not know that i am so entir without ani claim to it. you have drawn two pretti pictures; but i think there may be a third--a someth between the do-noth and the do-all. if i had not promot mr. weston visit here, and given mani littl encouragements, and smooth mani littl matters, it might not have come to ani thing after all. i think you must know hartfield enough to comprehend that."" ""a straightforward, open-heart man like weston, and a rational, unaffect woman like miss taylor, may be safe left to manag their own concerns. you are more like to have done harm to yourself, than"
austen,romance,"good to them, by interference."" ""emma never think of herself, if she can do good to others,"" rejoin mr. woodhouse, understand but in part. ""but, my dear, pray do not make ani more matches; they are silli things, and break up one famili circl grievously."" ""on one more, papa; onli for mr. elton. poor mr. elton! you like mr. elton, papa,--i must look about for a wife for him. there is nobodi in highburi who deserv him--and he has been here a whole year, and has fit up his hous so comfortably, that it would be a shame to have him singl ani longer--and i thought when he was join their hand to-day, he look so veri much as if he would like to have the same kind offic done for him! i think veri well of mr. elton, and this is the onli way i have of do him"
austen,romance,"a service."" ""mr. elton is a veri pretti young man, to be sure, and a veri good young man, and i have a great regard for him. but if you want to shew him ani attention, my dear, ask him to come and dine with us some day. that will be a much better thing. i dare say mr. knightley will be so kind as to meet him."" ""with a great deal of pleasure, sir, at ani time,"" said mr. knightley, laughing, ""and i agre with you entirely, that it will be a much better thing. invit him to dinner, emma, and help him to the best of the fish and the chicken, but leav him to chuse his own wife. depend upon it, a man of six or seven-and-twenti can take care of himself."" chapter ii mr. weston was a nativ of highbury, and born of a respect family,"
austen,romance,"which for the last two or three generat had been rise into gentil and property. he had receiv a good education, but, on succeed earli in life to a small independence, had becom indispos for ani of the more home pursuit in which his brother were engaged, and had satisfi an active, cheer mind and social temper by enter into the militia of his county, then embodied. captain weston was a general favourite; and when the chanc of his militari life had introduc him to miss churchill, of a great yorkshir family, and miss churchil fell in love with him, nobodi was surprized, except her brother and his wife, who had never seen him, and who were full of pride and importance, which the connexion would offend. miss churchill, however, be of age, and with the full command of her fortune--though her fortun bore no proport to the family-estate--wa not"
austen,romance,"to be dissuad from the marriage, and it took place, to the infinit mortif of mr. and mrs. churchill, who threw her off with due decorum. it was an unsuit connexion, and did not produc much happiness. mrs. weston ought to have found more in it, for she had a husband whose warm heart and sweet temper made him think everi thing due to her in return for the great good of be in love with him; but though she had one sort of spirit, she had not the best. she had resolut enough to pursu her own will in spite of her brother, but not enough to refrain from unreason regret at that brother unreason anger, nor from miss the luxuri of her former home. they live beyond their income, but still it was noth in comparison of enscombe: she did not ceas to love her husband, but she"
austen,romance,"want at onc to be the wife of captain weston, and miss churchil of enscombe. captain weston, who had been considered, especi by the churchills, as make such an amaz match, was prove to have much the worst of the bargain; for when his wife died, after a three year marriage, he was rather a poorer man than at first, and with a child to maintain. from the expens of the child, however, he was soon relieved. the boy had, with the addit soften claim of a linger ill of his mother's, been the mean of a sort of reconciliation; and mr. and mrs. churchill, have no children of their own, nor ani other young creatur of equal kindr to care for, offer to take the whole charg of the littl frank soon after her decease. some scrupl and some reluct the widower-fath may be suppos to have felt; but"
austen,romance,"as they were overcom by other considerations, the child was given up to the care and the wealth of the churchills, and he had onli his own comfort to seek, and his own situat to improv as he could. a complet chang of life becam desirable. he quit the militia and engag in trade, have brother alreadi establish in a good way in london, which afford him a favour opening. it was a concern which brought just employ enough. he had still a small hous in highbury, where most of his leisur day were spent; and between use occup and the pleasur of society, the next eighteen or twenti year of his life pass cheer away. he had, by that time, realis an easi competence--enough to secur the purchas of a littl estat adjoin highbury, which he had alway long for--enough to marri a woman as portionless even as miss"
austen,romance,"taylor, and to live accord to the wish of his own friend and social disposition. it was now some time sinc miss taylor had begun to influenc his schemes; but as it was not the tyrann influenc of youth on youth, it had not shaken his determin of never settl till he could purchas randalls, and the sale of randal was long look forward to; but he had gone steadili on, with these object in view, till they were accomplished. he had made his fortune, bought his house, and obtain his wife; and was begin a new period of existence, with everi probabl of greater happi than in ani yet pass through. he had never been an unhappi man; his own temper had secur him from that, even in his first marriage; but his second must shew him how delight a well-judg and truli amiabl woman could be, and must"
austen,romance,"give him the pleasantest proof of it be a great deal better to choos than to be chosen, to excit gratitud than to feel it. he had onli himself to pleas in his choice: his fortun was his own; for as to frank, it was more than be tacit brought up as his uncl heir, it had becom so avow an adopt as to have him assum the name of churchil on come of age. it was most unlikely, therefore, that he should ever want his father assistance. his father had no apprehens of it. the aunt was a caprici woman, and govern her husband entirely; but it was not in mr. weston natur to imagin that ani capric could be strong enough to affect one so dear, and, as he believed, so deserv dear. he saw his son everi year in london, and was proud of him; and his"
austen,romance,"fond report of him as a veri fine young man had made highburi feel a sort of pride in him too. he was look on as suffici belong to the place to make his merit and prospect a kind of common concern. mr. frank churchil was one of the boast of highbury, and a live curios to see him prevailed, though the compliment was so littl return that he had never been there in his life. his come to visit his father had been often talk of but never achieved. now, upon his father marriage, it was veri general proposed, as a most proper attention, that the visit should take place. there was not a dissenti voic on the subject, either when mrs. perri drank tea with mrs. and miss bates, or when mrs. and miss bate return the visit. now was the time for mr. frank churchil to come"
austen,romance,"among them; and the hope strengthen when it was understood that he had written to his new mother on the occasion. for a few days, everi morn visit in highburi includ some mention of the handsom letter mrs. weston had received. ""i suppos you have heard of the handsom letter mr. frank churchil has written to mrs. weston? i understand it was a veri handsom letter, indeed. mr. woodhous told me of it. mr. woodhous saw the letter, and he say he never saw such a handsom letter in his life."" it was, indeed, a high prize letter. mrs. weston had, of course, form a veri favour idea of the young man; and such a pleas attent was an irresist proof of his great good sense, and a most welcom addit to everi sourc and everi express of congratul which her marriag had alreadi secured. she felt herself a most"
austen,romance,"fortun woman; and she had live long enough to know how fortun she might well be thought, where the onli regret was for a partial separ from friend whose friendship for her had never cooled, and who could ill bear to part with her. she knew that at time she must be missed; and could not think, without pain, of emma lose a singl pleasure, or suffer an hour ennui, from the want of her companionableness: but dear emma was of no feebl character; she was more equal to her situat than most girl would have been, and had sense, and energy, and spirit that might be hope would bear her well and happili through it littl difficulti and privations. and then there was such comfort in the veri easi distanc of randal from hartfield, so conveni for even solitari femal walking, and in mr. weston disposit and circumstances, which"
austen,romance,"would make the approach season no hindranc to their spend half the even in the week together. her situat was altogeth the subject of hour of gratitud to mrs. weston, and of moment onli of regret; and her satisfaction--h more than satisfaction--h cheer enjoyment, was so just and so apparent, that emma, well as she knew her father, was sometim taken by surpriz at his be still abl to piti `poor miss taylor, when they left her at randal in the centr of everi domest comfort, or saw her go away in the even attend by her pleasant husband to a carriag of her own. but never did she go without mr. woodhous give a gentl sigh, and saying, ""ah, poor miss taylor! she would be veri glad to stay."" there was no recov miss taylor--nor much likelihood of ceas to piti her; but a few week brought some allevi"
austen,romance,"to mr. woodhouse. the compliment of his neighbour were over; he was no longer teas by be wish joy of so sorrow an event; and the wedding-cake, which had been a great distress to him, was all eat up. his own stomach could bear noth rich, and he could never believ other peopl to be differ from himself. what was unwholesom to him he regard as unfit for ani body; and he had, therefore, earnest tri to dissuad them from have ani wedding-cak at all, and when that prove vain, as earnest tri to prevent ani bodi eat it. he had been at the pain of consult mr. perry, the apothecary, on the subject. mr. perri was an intelligent, gentlemanlik man, whose frequent visit were one of the comfort of mr. woodhous life; and upon be appli to, he could not but acknowledg (though it seem rather against the bias"
austen,romance,"of inclination) that wedding-cak might certain disagre with many--perhap with most people, unless taken moderately. with such an opinion, in confirm of his own, mr. woodhous hope to influenc everi visitor of the newli marri pair; but still the cake was eaten; and there was no rest for his benevol nerv till it was all gone. there was a strang rumour in highburi of all the littl perri be seen with a slice of mrs. weston wedding-cak in their hands: but mr. woodhous would never believ it. chapter iii mr. woodhous was fond of societi in his own way. he like veri much to have his friend come and see him; and from various unit causes, from his long resid at hartfield, and his good nature, from his fortune, his house, and his daughter, he could command the visit of his own littl circle, in a great measure, as he"
austen,romance,"liked. he had not much intercours with ani famili beyond that circle; his horror of late hours, and larg dinner-parties, made him unfit for ani acquaint but such as would visit him on his own terms. fortun for him, highbury, includ randal in the same parish, and donwel abbey in the parish adjoining, the seat of mr. knightley, comprehend mani such. not unfrequently, through emma persuasion, he had some of the chosen and the best to dine with him: but even parti were what he preferred; and, unless he fanci himself at ani time unequ to company, there was scarc an even in the week in which emma could not make up a card-tabl for him. real, long-stand regard brought the weston and mr. knightley; and by mr. elton, a young man live alon without like it, the privileg of exchang ani vacant even of his own blank solitud for"
austen,romance,"the eleg and societi of mr. woodhous drawing-room, and the smile of his love daughter, was in no danger of be thrown away. after these came a second set; among the most come-at- of whom were mrs. and miss bates, and mrs. goddard, three ladi almost alway at the servic of an invit from hartfield, and who were fetch and carri home so often, that mr. woodhous thought it no hardship for either jame or the horses. had it taken place onli onc a year, it would have been a grievance. mrs. bates, the widow of a former vicar of highbury, was a veri old lady, almost past everi thing but tea and quadrille. she live with her singl daughter in a veri small way, and was consid with all the regard and respect which a harmless old lady, under such untoward circumstances, can excite. her daughter enjoy a most"
austen,romance,"uncommon degre of popular for a woman neither young, handsome, rich, nor married. miss bate stood in the veri worst predica in the world for have much of the public favour; and she had no intellectu superior to make aton to herself, or frighten those who might hate her into outward respect. she had never boast either beauti or cleverness. her youth had pass without distinction, and her middl of life was devot to the care of a fail mother, and the endeavour to make a small incom go as far as possible. and yet she was a happi woman, and a woman whom no one name without good-will. it was her own univers good-wil and content temper which work such wonders. she love everi body, was interest in everi bodi happiness, quicksight to everi bodi merits; thought herself a most fortun creature, and surround with bless in such an"
austen,romance,"excel mother, and so mani good neighbour and friends, and a home that want for nothing. the simplic and cheer of her nature, her content and grate spirit, were a recommend to everi body, and a mine of felic to herself. she was a great talker upon littl matters, which exact suit mr. woodhouse, full of trivial communic and harmless gossip. mrs. goddard was the mistress of a school--not of a seminary, or an establishment, or ani thing which professed, in long sentenc of refin nonsense, to combin liber acquir with eleg morality, upon new principl and new systems--and where young ladi for enorm pay might be screw out of health and into vanity--but a real, honest, old-fashion boarding-school, where a reason quantiti of accomplish were sold at a reason price, and where girl might be sent to be out of the way, and scrambl themselv into a littl education,"
austen,romance,"without ani danger of come back prodigies. mrs. goddard school was in high repute--and veri deservedly; for highburi was reckon a particular healthi spot: she had an ampl hous and garden, gave the children plenti of wholesom food, let them run about a great deal in the summer, and in winter dress their chilblain with her own hands. it was no wonder that a train of twenti young coupl now walk after her to church. she was a plain, mother kind of woman, who had work hard in her youth, and now thought herself entitl to the occasion holiday of a tea-visit; and have former owe much to mr. woodhous kindness, felt his particular claim on her to leav her neat parlour, hung round with fancy-work, whenev she could, and win or lose a few sixpenc by his fireside. these were the ladi whom emma found herself veri frequent abl"
austen,romance,"to collect; and happi was she, for her father sake, in the power; though, as far as she was herself concerned, it was no remedi for the absenc of mrs. weston. she was delight to see her father look comfortable, and veri much pleas with herself for contriv thing so well; but the quiet prose of three such women made her feel that everi even so spent was inde one of the long even she had fear anticipated. as she sat one morning, look forward to exact such a close of the present day, a note was brought from mrs. goddard, requesting, in most respect terms, to be allow to bring miss smith with her; a most welcom request: for miss smith was a girl of seventeen, whom emma knew veri well by sight, and had long felt an interest in, on account of her beauty. a veri gracious invit"
austen,romance,"was returned, and the even no longer dread by the fair mistress of the mansion. harriet smith was the natur daughter of somebody. somebodi had place her, sever year back, at mrs. goddard school, and somebodi had late rais her from the condit of scholar to that of parlour-boarder. this was all that was general known of her history. she had no visibl friend but what had been acquir at highbury, and was now just return from a long visit in the countri to some young ladi who had been at school there with her. she was a veri pretti girl, and her beauti happen to be of a sort which emma particular admired. she was short, plump, and fair, with a fine bloom, blue eyes, light hair, regular features, and a look of great sweetness, and, befor the end of the evening, emma was as much pleas with her"
austen,romance,"manner as her person, and quit determin to continu the acquaintance. she was not struck by ani thing remark clever in miss smith conversation, but she found her altogeth veri engaging--not inconveni shy, not unwil to talk--and yet so far from pushing, shew so proper and becom a deference, seem so pleasant grate for be admit to hartfield, and so artless impress by the appear of everi thing in so superior a style to what she had been use to, that she must have good sense, and deserv encouragement. encourag should be given. those soft blue eyes, and all those natur graces, should not be wast on the inferior societi of highburi and it connexions. the acquaint she had alreadi form were unworthi of her. the friend from whom she had just parted, though veri good sort of people, must be do her harm. they were a famili of the"
austen,romance,"name of martin, whom emma well knew by character, as rent a larg farm of mr. knightley, and resid in the parish of donwell--veri creditably, she believed--sh knew mr. knightley thought high of them--but they must be coars and unpolished, and veri unfit to be the intim of a girl who want onli a littl more knowledg and eleg to be quit perfect. _she_ would notic her; she would improv her; she would detach her from her bad acquaintance, and introduc her into good society; she would form her opinion and her manners. it would be an interesting, and certain a veri kind undertaking; high becom her own situat in life, her leisure, and powers. she was so busi in admir those soft blue eyes, in talk and listening, and form all these scheme in the in-betweens, that the even flew away at a veri unusu rate; and the supper-table,"
austen,romance,"which alway close such parties, and for which she had been use to sit and watch the due time, was all set out and ready, and move forward to the fire, befor she was aware. with an alacr beyond the common impuls of a spirit which yet was never indiffer to the credit of do everi thing well and attentively, with the real good-wil of a mind delight with it own ideas, did she then do all the honour of the meal, and help and recommend the minc chicken and scallop oysters, with an urgenc which she knew would be accept to the earli hour and civil scrupl of their guests. upon such occas poor mr. woodhous feel were in sad warfare. he love to have the cloth laid, becaus it had been the fashion of his youth, but his convict of supper be veri unwholesom made him rather sorri"
austen,romance,"to see ani thing put on it; and while his hospit would have welcom his visitor to everi thing, his care for their health made him griev that they would eat. such anoth small basin of thin gruel as his own was all that he could, with thorough self-approbation, recommend; though he might constrain himself, while the ladi were comfort clear the nicer things, to say: ""mrs. bates, let me propos your ventur on one of these eggs. an egg boil veri soft is not unwholesome. serl understand boil an egg better than ani body. i would not recommend an egg boil by ani bodi else; but you need not be afraid, they are veri small, you see--on of our small egg will not hurt you. miss bates, let emma help you to a _little_ bit of tart--a _very_ littl bit. our are all apple-tarts. you need not be afraid"
austen,romance,"of unwholesom preserv here. i do not advis the custard. mrs. goddard, what say you to _half_ a glass of wine? a _small_ half-glass, put into a tumbler of water? i do not think it could disagre with you."" emma allow her father to talk--but suppli her visitor in a much more satisfactori style, and on the present even had particular pleasur in send them away happy. the happi of miss smith was quit equal to her intentions. miss woodhous was so great a personag in highbury, that the prospect of the introduct had given as much panic as pleasure; but the humble, grate littl girl went off with high gratifi feelings, delight with the affabl with which miss woodhous had treat her all the evening, and actual shaken hand with her at last! chapter iv harriet smith intimaci at hartfield was soon a settl thing. quick and decid in"
austen,romance,"her ways, emma lost no time in inviting, encouraging, and tell her to come veri often; and as their acquaint increased, so did their satisfact in each other. as a walk companion, emma had veri earli foreseen how use she might find her. in that respect mrs. weston loss had been important. her father never went beyond the shrubbery, where two divis of the ground suffic him for his long walk, or his short, as the year varied; and sinc mrs. weston marriag her exercis had been too much confined. she had ventur onc alon to randalls, but it was not pleasant; and a harriet smith, therefore, one whom she could summon at ani time to a walk, would be a valuabl addit to her privileges. but in everi respect, as she saw more of her, she approv her, and was confirm in all her kind designs. harriet certain was"
austen,romance,"not clever, but she had a sweet, docile, grate disposition, was total free from conceit, and onli desir to be guid by ani one she look up to. her earli attach to herself was veri amiable; and her inclin for good company, and power of appreci what was eleg and clever, shew that there was no want of taste, though strength of understand must not be expected. altogeth she was quit convinc of harriet smith be exact the young friend she wanted--exact the someth which her home required. such a friend as mrs. weston was out of the question. two such could never be granted. two such she did not want. it was quit a differ sort of thing, a sentiment distinct and independent. mrs. weston was the object of a regard which had it basi in gratitud and esteem. harriet would be love as one to whom she could"
austen,romance,"be useful. for mrs. weston there was noth to be done; for harriet everi thing. her first attempt at use were in an endeavour to find out who were the parents, but harriet could not tell. she was readi to tell everi thing in her power, but on this subject question were vain. emma was oblig to fanci what she liked--but she could never believ that in the same situat _she_ should not have discov the truth. harriet had no penetration. she had been satisfi to hear and believ just what mrs. goddard chose to tell her; and look no farther. mrs. goddard, and the teachers, and the girl and the affair of the school in general, form natur a great part of the conversation--and but for her acquaint with the martin of abbey-mil farm, it must have been the whole. but the martin occupi her thought a good deal;"
austen,romance,"she had spent two veri happi month with them, and now love to talk of the pleasur of her visit, and describ the mani comfort and wonder of the place. emma encourag her talkativeness--amus by such a pictur of anoth set of beings, and enjoy the youth simplic which could speak with so much exult of mrs. martin have ""_two_ parlours, two veri good parlours, indeed; one of them quit as larg as mrs. goddard drawing-room; and of her have an upper maid who had live five-and-twenti year with her; and of their have eight cows, two of them alderneys, and one a littl welch cow, a veri pretti littl welch cow indeed; and of mrs. martin say as she was so fond of it, it should be call _her_ cow; and of their have a veri handsom summer-hous in their garden, where some day next year they were all"
austen,romance,"to drink tea:--a veri handsom summer-house, larg enough to hold a dozen people."" for some time she was amused, without think beyond the immedi cause; but as she came to understand the famili better, other feel arose. she had taken up a wrong idea, fanci it was a mother and daughter, a son and son wife, who all live together; but when it appear that the mr. martin, who bore a part in the narrative, and was alway mention with approb for his great good-natur in do someth or other, was a singl man; that there was no young mrs. martin, no wife in the case; she did suspect danger to her poor littl friend from all this hospit and kindness, and that, if she were not taken care of, she might be requir to sink herself forever. with this inspirit notion, her question increas in number and meaning; and"
austen,romance,"she particular led harriet to talk more of mr. martin, and there was evid no dislik to it. harriet was veri readi to speak of the share he had had in their moonlight walk and merri even games; and dwelt a good deal upon his be so veri good-humour and obliging. he had gone three mile round one day in order to bring her some walnuts, becaus she had said how fond she was of them, and in everi thing els he was so veri obliging. he had his shepherd son into the parlour one night on purpos to sing to her. she was veri fond of singing. he could sing a littl himself. she believ he was veri clever, and understood everi thing. he had a veri fine flock, and, while she was with them, he had been bid more for his wool than ani bodi in the country."
